emp_no,title,salary
264945,Senior Engineer,40000
264947,Technique Leader,52216
264948,Engineer,55408
264950,Engineer,58295
264951,Senior Staff,69701
264952,Assistant Engineer,53731
264953,Senior Staff,64111
264954,Technique Leader,69956
264955,Senior Staff,59422
264956,Senior Engineer,40000
264963,Senior Engineer,66038
264968,Engineer,46786
264969,Engineer,45620
264970,Technique Leader,68741
264971,Staff,40000
264975,Engineer,68249
264976,Engineer,67412
264984,Senior Staff,40000
264990,Engineer,49627
264992,Staff,86528
264994,Senior Staff,40000
264996,Technique Leader,40000
265007,Staff,63814
265009,Engineer,40000
265011,Engineer,48979
265012,Engineer,46709
265018,Engineer,47955
265020,Senior Staff,40000
265021,Senior Engineer,50139
265022,Senior Engineer,40000
265025,Engineer,40000
265034,Engineer,55878
265037,Senior Staff,40000
265040,Engineer,79189
265044,Senior Staff,53170
265048,Engineer,54136
265050,Senior Staff,67713
265051,Engineer,50914
265054,Engineer,51395
265057,Engineer,46283
265060,Technique Leader,40615
265063,Engineer,40000
265064,Senior Staff,40000
265068,Senior Staff,53576
265071,Staff,71173
265072,Senior Staff,77806
265074,Engineer,44308
265079,Engineer,40997
265080,Senior Staff,68121
265089,Senior Engineer,51019
265090,Senior Staff,41499
265098,Senior Engineer,40000
265102,Technique Leader,43142
265105,Senior Staff,40519
265108,Assistant Engineer,47868
265115,Senior Engineer,81873
265119,Senior Staff,57163
265124,Senior Staff,45708
265128,Senior Staff,40000
265131,Engineer,41812
265133,Senior Staff,67974
265134,Senior Staff,89855
265137,Senior Staff,40000
265138,Engineer,40000
265147,Senior Staff,69990
265148,Engineer,48800
265149,Technique Leader,41134
265151,Engineer,40000
265157,Senior Staff,48088
265161,Senior Staff,40000
265174,Engineer,43117
265177,Engineer,40000
265179,Engineer,62195
265182,Technique Leader,40000
265186,Engineer,53873
265189,Senior Staff,45396
265191,Senior Staff,71380
265194,Engineer,40000
265198,Engineer,43632
265200,Senior Engineer,40000
265201,Engineer,40000
265203,Senior Staff,63916
265207,Senior Engineer,57542
265216,Senior Staff,77697
265217,Senior Staff,40000
265223,Senior Engineer,40000
265224,Engineer,40000
265228,Engineer,40000
265229,Engineer,53269
265230,Senior Staff,40000
265234,Engineer,40000
265237,Engineer,40000
265238,Engineer,74588
265241,Senior Engineer,40000
265242,Engineer,51714
265249,Engineer,40000
265250,Staff,40000
265257,Engineer,40000
265260,Engineer,74106
265268,Senior Staff,72489
265272,Senior Staff,53217
265273,Assistant Engineer,42012
265276,Senior Staff,44866
265279,Engineer,40000
265286,Senior Staff,69577
265288,Staff,58170
265290,Senior Staff,45842
265293,Senior Staff,79470
265307,Engineer,66805
265308,Senior Engineer,48631
265316,Technique Leader,40000
265323,Senior Engineer,49939
265327,Engineer,75982
265332,Assistant Engineer,40000
265335,Technique Leader,53669
265339,Engineer,74979
265340,Senior Staff,82147
265342,Engineer,40000
265345,Engineer,40000
265346,Senior Staff,60719
265363,Engineer,40000
265364,Engineer,41663
265370,Senior Staff,57824
265375,Engineer,40000
265377,Senior Staff,40000
265379,Senior Staff,84036
265389,Technique Leader,62204
265391,Senior Staff,55039
265394,Technique Leader,43513
265398,Engineer,40000
265399,Engineer,40000
265400,Staff,40000
265407,Senior Staff,90996
265408,Staff,81322
265413,Engineer,40000
265422,Engineer,49069
265423,Engineer,52508
265424,Engineer,44465
265429,Senior Engineer,40000
265435,Senior Staff,97399
265436,Senior Staff,63960
265440,Engineer,40000
265443,Assistant Engineer,46111
265444,Engineer,40000
265445,Senior Staff,57813
265452,Engineer,45137
265456,Senior Engineer,40000
265458,Senior Staff,66468
265462,Senior Staff,49706
265465,Senior Staff,40000
265469,Senior Staff,48579
265470,Assistant Engineer,40000
265475,Staff,40000
265477,Technique Leader,40000
265479,Engineer,40000
265481,Technique Leader,40000
265482,Staff,71311
265484,Senior Staff,50281
265486,Senior Staff,53556
265489,Engineer,42107
265492,Technique Leader,57415
265493,Engineer,63826
265496,Engineer,55394
265497,Staff,104561
265499,Staff,68116
265501,Senior Staff,97944
265503,Engineer,51855
265505,Engineer,43732
265506,Senior Staff,77777
265512,Staff,43575
265514,Technique Leader,40000
265523,Staff,58943
265527,Technique Leader,44057
265532,Engineer,40000
265535,Assistant Engineer,40000
265538,Engineer,69849
265540,Senior Staff,40000
265542,Engineer,65553
265544,Senior Staff,87849
265549,Assistant Engineer,40000
265550,Staff,81632
265557,Senior Engineer,43271
265563,Senior Staff,40000
265572,Staff,79660
265573,Senior Staff,68193
265579,Technique Leader,40000
265582,Engineer,70037
265584,Senior Staff,75695
265588,Senior Staff,40000
265594,Senior Engineer,40000
265595,Senior Staff,56557
265600,Engineer,40682
265606,Engineer,40000
265607,Assistant Engineer,52593
265614,Senior Staff,71343
265622,Engineer,40000
265625,Engineer,47515
265626,Senior Staff,67600
265635,Senior Staff,70291
265636,Senior Staff,67895
265652,Senior Staff,63327
265654,Staff,48246
265657,Engineer,57497
265661,Engineer,55479
265663,Engineer,40000
265665,Technique Leader,48319
265666,Senior Staff,40000
265670,Staff,76465
265671,Engineer,40000
265674,Engineer,58973
265675,Technique Leader,40000
265676,Staff,64324
265681,Senior Staff,90646
265682,Senior Staff,56320
265687,Senior Engineer,40000
265692,Engineer,59249
265696,Senior Staff,40000
265697,Staff,40000
265701,Senior Engineer,50870
265707,Senior Staff,51238
265712,Senior Engineer,48122
265713,Engineer,40000
265720,Senior Staff,64063
265721,Senior Staff,60601
265730,Engineer,54862
265733,Senior Staff,61238
265739,Senior Staff,40000
265741,Senior Staff,43543
265742,Senior Staff,43075
265747,Engineer,61084
265748,Senior Staff,83670
265751,Engineer,55588
265762,Engineer,51201
265764,Senior Staff,50011
265770,Senior Staff,57561
265775,Staff,66174
265783,Technique Leader,49326
265787,Senior Engineer,40000
265789,Staff,61150
265790,Staff,40000
265791,Senior Staff,84542
265797,Senior Staff,49286
265801,Engineer,40000
265802,Senior Engineer,49447
265810,Staff,86308
265812,Assistant Engineer,40000
265813,Senior Staff,98944
265814,Senior Staff,40000
265822,Engineer,40000
265827,Staff,67747
265829,Senior Staff,56486
265830,Senior Engineer,40000
265831,Staff,64596
265832,Staff,43005
265839,Technique Leader,60374
265840,Engineer,50782
265841,Assistant Engineer,44737
265846,Senior Staff,76902
265852,Senior Staff,68154
265855,Engineer,40000
265857,Engineer,96997
265864,Staff,40000
265870,Senior Staff,69221
265872,Engineer,40000
265874,Senior Engineer,49624
265876,Assistant Engineer,54248
265878,Staff,92455
265882,Staff,80703
265883,Engineer,66041
265884,Engineer,53180
265891,Engineer,80619
265893,Assistant Engineer,63545
265902,Staff,40000
265903,Senior Staff,49831
265907,Staff,54979
265912,Engineer,49041
265916,Assistant Engineer,40000
265917,Engineer,40000
265926,Senior Staff,46924
265931,Staff,43558
265932,Senior Engineer,50695
265936,Senior Staff,70349
265937,Engineer,40000
265947,Engineer,40000
265948,Staff,71092
265951,Senior Staff,50512
265954,Assistant Engineer,46384
265956,Engineer,40000
265962,Engineer,40000
265963,Engineer,42091
265966,Senior Engineer,50156
265970,Senior Staff,40000
265971,Senior Staff,62593
265972,Engineer,45808
265973,Engineer,55585
265975,Engineer,62918
265977,Senior Engineer,42443
265979,Senior Staff,69469
265981,Staff,52094
265984,Senior Staff,81314
265985,Senior Staff,45074
265988,Engineer,53835
265989,Engineer,58672
265990,Engineer,44753
265991,Engineer,40000
265994,Assistant Engineer,40000
265996,Staff,67946
265997,Engineer,66184
265998,Senior Engineer,52973
266000,Senior Staff,42450
266002,Engineer,82536
266004,Senior Staff,56504
266012,Senior Staff,61570
266017,Senior Staff,68777
266018,Engineer,40000
266023,Engineer,42926
266024,Engineer,65492
266030,Senior Staff,40000
266031,Engineer,64570
266032,Engineer,46001
266033,Senior Staff,61268
266038,Engineer,40000
266039,Engineer,67666
266043,Engineer,70145
266044,Senior Staff,44486
266046,Engineer,40000
266048,Engineer,60843
266049,Senior Staff,67285
266050,Staff,55565
266053,Senior Engineer,51062
266054,Senior Engineer,52127
266055,Senior Staff,40000
266060,Engineer,51057
266061,Senior Engineer,48547
266062,Engineer,70061
266065,Staff,67134
266067,Senior Staff,62784
266075,Engineer,51023
266076,Staff,61566
266079,Engineer,40000
266080,Engineer,40000
266082,Engineer,40000
266084,Engineer,40000
266085,Staff,46509
266089,Engineer,40000
266090,Engineer,52743
266092,Senior Staff,54777
266096,Senior Staff,75819
266100,Senior Staff,49653
266112,Engineer,40000
266114,Engineer,55737
266115,Senior Staff,67019
266120,Assistant Engineer,40000
266121,Engineer,48561
266135,Engineer,40000
266138,Staff,46179
266141,Engineer,48372
266142,Engineer,47114
266146,Senior Staff,77213
266147,Staff,57640
266148,Technique Leader,40244
266150,Engineer,47610
266157,Staff,72824
266159,Engineer,47437
266161,Senior Staff,43100
266167,Engineer,40000
266169,Engineer,40000
266170,Senior Staff,44723
266173,Senior Staff,40000
266176,Engineer,49014
266177,Senior Engineer,40000
266179,Engineer,49620
266181,Staff,51469
266184,Senior Engineer,53245
266185,Senior Staff,48342
266186,Engineer,43802
266190,Engineer,40000
266194,Senior Staff,107638
266199,Senior Engineer,64618
266202,Senior Staff,41239
266209,Senior Staff,63507
266212,Senior Engineer,40000
266215,Engineer,40000
266217,Staff,40000
266219,Senior Staff,95968
266221,Engineer,40000
266224,Engineer,90836
266228,Senior Staff,40000
266233,Engineer,40000
266234,Engineer,62765
266236,Staff,40000
266238,Senior Staff,58034
266239,Staff,95252
266241,Staff,90263
266242,Senior Staff,40000
266243,Senior Staff,71646
266244,Staff,40398
266245,Senior Engineer,61893
266248,Staff,81355
266251,Engineer,57873
266253,Senior Staff,60865
266255,Engineer,54543
266257,Senior Staff,45294
266261,Senior Staff,66855
266263,Engineer,45552
266266,Assistant Engineer,40000
266272,Senior Staff,41310
266274,Senior Staff,40000
266275,Senior Staff,94725
266277,Technique Leader,65714
266278,Engineer,50629
266279,Engineer,43378
266282,Assistant Engineer,40000
266284,Senior Engineer,40398
266285,Staff,54360
266287,Staff,47440
266289,Staff,40000
266292,Engineer,44212
266294,Senior Staff,61564
266309,Engineer,46605
266312,Engineer,40000
266315,Senior Staff,57252
266318,Senior Staff,57533
266325,Senior Staff,43327
266333,Senior Staff,52343
266341,Senior Staff,75864
266343,Senior Staff,44208
266349,Assistant Engineer,44242
266351,Engineer,60374
266360,Engineer,40000
266373,Engineer,64454
266375,Engineer,40000
266377,Senior Engineer,40000
266378,Engineer,42077
266385,Senior Engineer,40000
266387,Staff,40000
266388,Engineer,66725
266389,Senior Staff,61555
266390,Senior Engineer,40000
266396,Senior Engineer,40000
266399,Senior Engineer,40000
266402,Engineer,43488
266406,Senior Staff,64866
266408,Engineer,40000
266415,Engineer,69797
266418,Staff,40000
266423,Engineer,57198
266432,Technique Leader,40000
266437,Senior Engineer,43569
266438,Senior Staff,62362
266441,Engineer,40000
266443,Engineer,82034
266450,Senior Engineer,53099
266451,Staff,68758
266457,Engineer,72634
266458,Senior Staff,71934
266459,Assistant Engineer,54891
266466,Engineer,40000
266467,Engineer,56020
266471,Staff,70695
266476,Staff,40000
266483,Senior Engineer,40000
266484,Engineer,40000
266485,Senior Staff,73565
266486,Senior Engineer,62505
266487,Technique Leader,63251
266490,Senior Engineer,68085
266491,Engineer,75764
266492,Engineer,40000
266496,Engineer,40000
266498,Senior Staff,74777
266500,Staff,81812
266503,Senior Engineer,40000
266507,Senior Engineer,54790
266516,Staff,49321
266519,Assistant Engineer,40000
266521,Staff,41324
266529,Engineer,40617
266530,Senior Staff,64810
266531,Senior Staff,73953
266533,Assistant Engineer,58103
266535,Staff,74661
266539,Engineer,60691
266540,Senior Engineer,40000
266542,Senior Staff,76687
266547,Engineer,46279
266548,Senior Engineer,40000
266550,Staff,69837
266552,Senior Engineer,43460
266554,Senior Staff,63517
266562,Engineer,70709
266564,Engineer,44949
266575,Senior Staff,40000
266576,Engineer,45119
266579,Senior Staff,50166
266581,Technique Leader,40000
266590,Senior Staff,49237
266591,Senior Engineer,40000
266594,Assistant Engineer,43595
266599,Engineer,57370
266600,Engineer,45491
266601,Technique Leader,40000
266607,Engineer,40000
266608,Staff,58582
266609,Senior Engineer,46459
266610,Engineer,51621
266613,Senior Staff,52436
266614,Engineer,68533
266615,Senior Staff,99290
266617,Engineer,40000
266621,Assistant Engineer,40000
266632,Senior Staff,58668
266635,Engineer,40000
266638,Senior Staff,55294
266641,Engineer,40000
266643,Engineer,40588
266647,Senior Staff,71641
266649,Engineer,40000
266653,Engineer,56954
266654,Engineer,40000
266667,Engineer,52926
266672,Engineer,40000
266673,Senior Engineer,54484
266676,Assistant Engineer,56184
266680,Senior Staff,73842
266684,Engineer,51658
266686,Engineer,68120
266697,Senior Staff,68041
266699,Engineer,41937
266702,Engineer,43430
266708,Engineer,40000
266709,Technique Leader,61597
266712,Staff,40000
266715,Senior Engineer,52815
266716,Technique Leader,40000
266719,Staff,62810
266721,Senior Staff,40000
266724,Senior Staff,73819
266729,Engineer,53915
266731,Engineer,46674
266735,Senior Staff,40721
266737,Engineer,43502
266741,Senior Engineer,64209
266747,Engineer,40000
266748,Engineer,54311
266751,Senior Staff,42381
266752,Senior Staff,83085
266756,Senior Engineer,40000
266759,Technique Leader,52759
266760,Technique Leader,55689
266762,Senior Engineer,57047
266764,Engineer,49350
266766,Engineer,54983
266767,Engineer,40000
266768,Engineer,58749
266769,Engineer,40000
266770,Engineer,62934
266773,Assistant Engineer,51072
266774,Engineer,40000
266783,Senior Staff,40128
266788,Engineer,47530
266789,Senior Staff,63048
266798,Senior Staff,72264
266804,Engineer,60966
266807,Assistant Engineer,45221
266812,Staff,61773
266814,Senior Staff,79818
266815,Senior Staff,79085
266816,Senior Staff,40000
266821,Senior Staff,61861
266825,Senior Engineer,48404
266827,Engineer,40000
266828,Staff,81618
266847,Senior Staff,72936
266849,Staff,48982
266851,Senior Staff,57064
266853,Engineer,53101
266856,Engineer,40000
266860,Engineer,40000
266865,Senior Staff,69391
266866,Engineer,43013
266867,Staff,40000
266871,Engineer,46567
266878,Senior Engineer,43186
266880,Technique Leader,46421
266885,Senior Staff,40565
266890,Senior Staff,64464
266895,Engineer,40000
266896,Senior Engineer,52284
266904,Engineer,47168
266908,Engineer,58992
266914,Senior Engineer,60309
266918,Technique Leader,40000
266920,Staff,40000
266921,Engineer,45973
266922,Senior Staff,54172
266926,Senior Engineer,40000
266929,Engineer,49369
266934,Engineer,46090
266936,Engineer,52685
266939,Engineer,40000
266944,Engineer,52299
266945,Engineer,51419
266948,Senior Engineer,49277
266957,Engineer,40000
266959,Technique Leader,52974
266964,Engineer,40000
266968,Senior Staff,40000
266974,Engineer,58877
266990,Senior Staff,40000
266993,Engineer,46004
266995,Staff,40000
266999,Senior Engineer,40000
267001,Senior Engineer,48071
267003,Staff,67733
267009,Assistant Engineer,40000
267012,Engineer,49569
267013,Engineer,42610
267015,Senior Engineer,40000
267019,Senior Staff,73942
267024,Staff,40000
267032,Senior Engineer,88806
267041,Senior Staff,59724
267046,Engineer,47240
267049,Engineer,60579
267051,Staff,44027
267058,Senior Engineer,60907
267063,Senior Staff,64217
267070,Senior Staff,40000
267083,Senior Staff,40000
267087,Engineer,60215
267088,Senior Staff,69152
267091,Engineer,59651
267094,Senior Staff,82139
267097,Senior Staff,50243
267103,Senior Engineer,45031
267104,Senior Engineer,64541
267109,Senior Staff,65852
267114,Engineer,54527
267122,Engineer,40000
267124,Staff,42867
267125,Engineer,40000
267127,Engineer,51174
267128,Senior Staff,72980
267132,Engineer,53289
267138,Senior Staff,52965
267143,Senior Engineer,58870
267148,Engineer,43787
267160,Engineer,45998
267170,Senior Staff,60986
267175,Assistant Engineer,40000
267177,Engineer,42465
267178,Senior Engineer,64014
267179,Assistant Engineer,40000
267183,Engineer,40000
267187,Senior Staff,54480
267196,Staff,68151
267197,Senior Staff,62157
267198,Senior Staff,69880
267211,Engineer,53060
267214,Engineer,40108
267220,Engineer,47919
267222,Staff,40000
267228,Assistant Engineer,55262
267230,Engineer,40000
267233,Senior Engineer,40000
267235,Senior Staff,59180
267241,Staff,74761
267243,Senior Staff,61236
267244,Engineer,64882
267246,Engineer,46225
267249,Senior Staff,49634
267254,Senior Staff,59893
267257,Senior Staff,93465
267258,Staff,43150
267259,Senior Staff,81786
267261,Senior Engineer,40000
267271,Assistant Engineer,48045
267273,Senior Engineer,40000
267274,Senior Staff,62122
